id,time,user,language,score,comment,editor
1344131,Thu May 28 2009 13:18:20 GMT-0400 (EDT),KaZeR,english,-7,Cleanup of dead nodes.. again.. blame merkaartor and its conflicts,Merkaartor 0.13
1346530,Thu May 28 2009 17:26:58 GMT-0400 (EDT),extremecarver,german,-6,moved damn besides Donauradwanderweg,Potlatch 1.0
1353965,Fri May 29 2009 17:11:12 GMT-0400 (EDT),velaia,english,-6,tracks between Gundelsheim and Fürfeld  many tracks around Fürfeld (south) and in forests around Bad Wimpfen and Bad Rappenau,JOSM/1.5 (1607 de)
1367338,Sun May 31 2009 07:36:17 GMT-0400 (EDT),Hobby Navigator,pidgin,-6,Gebäude im I.-Gebiet ASS,JOSM/1.5 (1620 de)
1367955,Sun May 31 2009 08:42:35 GMT-0400 (EDT),Hobby Navigator,pidgin,-6,Gebäude im I.-Gebiet ASS,JOSM/1.5 (1620 de)
1373083,Sun May 31 2009 17:02:03 GMT-0400 (EDT),TomRadfahrer,german,-9,Damit die Router für Radfahrer den Weg über die Illerbrücke finden können  habe ich das Attribut bicycle=yes für die beiden Treppen und den Holzsteg vergeben.,Potlatch 1.0
1385265,Mon Jun 01 2009 12:44:18 GMT-0400 (EDT),p-h,pidgin,-6,24hell,JOSM/1.5 (1607 en)
1386321,Mon Jun 01 2009 13:02:20 GMT-0400 (EDT),p-h,pidgin,-6,24hell,JOSM/1.5 (1607 en)
1386768,Mon Jun 01 2009 13:08:27 GMT-0400 (EDT),p-h,pidgin,-6,24hell,JOSM/1.5 (1607 en)
1387538,Mon Jun 01 2009 13:17:52 GMT-0400 (EDT),p-h,pidgin,-6,24hell,JOSM/1.5 (1607 en)
1418793,Thu Jun 04 2009 03:21:20 GMT-0400 (EDT),uldics,swahili,-6,Maxima XXX,Merkaartor 0.13
1428297,Fri Jun 05 2009 07:48:24 GMT-0400 (EDT),NickHatt,english,-6,Added footpaths near Three Cocks,JOSM
1434318,Sat Jun 06 2009 00:57:45 GMT-0400 (EDT),Alexandru Nekula,romanian,-6,Modificarea limitei Hunedoarei - incorecta asa cum era,JOSM
1435898,Sat Jun 06 2009 05:41:57 GMT-0400 (EDT),majk,german,-6,Buslinie RAB 7644  nur erste Vareiante  und noch ohne Bushaltestellen  die muss ich erst noch genau verorten  die scheinen noch nicht ganz korrekt eingetragen zu sein,JOSM/1.5 (1630 en)
1435945,Sat Jun 06 2009 05:49:41 GMT-0400 (EDT),majk,german,-6,Buslinie RAB 7644  nur erste Vareiante  und noch ohne Bushaltestellen  die muss ich erst noch genau verorten  die scheinen noch nicht ganz korrekt eingetragen zu sein,JOSM/1.5 (1630 en)
1452672,Sun Jun 07 2009 16:17:54 GMT-0400 (EDT),jasch,german,-6,Drängelgitter  Poller und die Verbindung über die Bahn ergänzt,JOSM/1.5 (1607 de)
1461896,Mon Jun 08 2009 15:40:06 GMT-0400 (EDT),_Lutz_,german,-6,Die verschobene Straße geht direkt über die Hauptsraße auf den Hof zum Gutcafé,JOSM/1.5 (1654 de)
1470685,Tue Jun 09 2009 15:07:34 GMT-0400 (EDT),Jan Mathys,german,-6,path zu track geändert  weil die Wege breiter und befestigter sind als die path nahelegt.,Potlatch 1.0
1473977,Wed Jun 10 2009 02:28:53 GMT-0400 (EDT),Sleepless,hausa,-6,Add Bueng Kum Lake,JOSM/1.5 (1657 en)
1473998,Wed Jun 10 2009 02:33:33 GMT-0400 (EDT),Sleepless,indonesian,-6,Add island in Bueng kum Lake,Potlatch 1.0
1483805,Thu Jun 11 2009 03:23:02 GMT-0400 (EDT),robx,german,-7,Tiergarten NO: nicht nur die Lichtungen im Tiergarten sind Parks -- wem es so nicht so gut gefällt  repariere die Renderer,Potlatch 1.0
1492224,Thu Jun 11 2009 19:06:17 GMT-0400 (EDT),Tronikon,german,-6,nicht vorhandene Brücke über die Rheintalbahn bei Bad Breisig durch den tatsächlich vorhandenen Bahnübergang ersetzt.,JOSM/1.5 (1607 de)
1500976,Fri Jun 12 2009 21:13:12 GMT-0400 (EDT),Lar Kiesel,english,-6,Lexinton  SC corrected ways on US1 and US378  added ref-US xxx,Potlatch 1.0
1508195,Sat Jun 13 2009 16:50:39 GMT-0400 (EDT),werner2101,german,-6,Doppelte Relation des HW 1 gelöscht. Die ältere Relation hat die id=36630,JOSM/1.5 (1566 de)
1508293,Sat Jun 13 2009 16:59:57 GMT-0400 (EDT),werner2101,german,-6,Doppelte Relation des HW 8 zusammengeführt. Die kleinere Relation hat die id=37596.,JOSM/1.5 (1566 de)
1536316,Tue Jun 16 2009 12:57:19 GMT-0400 (EDT),MotMot,german,-6,Brücken über die A4  Warnings behoben.,JOSM/1.5 (1555 de)
1540023,Tue Jun 16 2009 18:42:22 GMT-0400 (EDT),Victor Bielawski,dutch,-6,Fuck Merkaartor SVN.,Merkaartor 0.14
1563384,Fri Jun 19 2009 07:34:49 GMT-0400 (EDT),Masch,english,-6,removed crap near the equator,JOSM/1.5 (1679 de)
1573775,Sat Jun 20 2009 08:41:38 GMT-0400 (EDT),Pieren,french,-6,fuck comments,JOSM/1.5 (INCONNU en)
1581564,Sun Jun 21 2009 07:36:23 GMT-0400 (EDT),andrewpmk,latin,-6,42 Cummer bus,JOSM/1.5 (1679 en)
1581838,Sun Jun 21 2009 08:02:57 GMT-0400 (EDT),beldin,english,-6,What the hell was this?,JOSM/1.5 (1607 en)
1582111,Sun Jun 21 2009 08:25:58 GMT-0400 (EDT),Claude Philipona,french,-6,ass chemin dans les vignes,JOSM/1.5 (1607 en)
1583145,Sun Jun 21 2009 10:14:47 GMT-0400 (EDT),Tronikon,german,-6,Schreibweise korrigiert: Statt "Bad Schwallbach Bhf" (tatsächlich mit zwel l) jetzt "Bad Schwalbach",JOSM/1.5 (1669 de)
1588588,Sun Jun 21 2009 17:57:44 GMT-0400 (EDT),cliffcake,english,-6,Fagot Hill,JOSM
1588593,Sun Jun 21 2009 17:58:21 GMT-0400 (EDT),cliffcake,english,-6,Faggot Hill,JOSM
1594637,Mon Jun 22 2009 12:22:17 GMT-0400 (EDT),jschilbe,german,-6,Einfuegen von Muellpunkten in Bad Iburg durch das Gymnasium Bad Iburg,JOSM/1.5 (1687 de)
1601481,Tue Jun 23 2009 08:19:14 GMT-0400 (EDT),christianf,german,-6,nordparkbegrenzung verwendete die selben nodes wie die wege...,JOSM/1.5 (1689 en)
1603356,Tue Jun 23 2009 12:15:07 GMT-0400 (EDT),jschilbe,german,-6,Einfuegen von Muellpunkten in Bad Iburg durch das Gymnasium Bad Iburg,JOSM/1.5 (1687 de)
1642048,Fri Jun 26 2009 12:27:53 GMT-0400 (EDT),AlexPleiner,somali,-6,add sex shops,JOSM/1.5 (1694 en)
1642076,Fri Jun 26 2009 12:29:42 GMT-0400 (EDT),AlexPleiner,somali,-6,add sex shops,JOSM/1.5 (1694 en)
1645348,Fri Jun 26 2009 20:05:33 GMT-0400 (EDT),Olrik,italian,-6,Balls Falls,JOSM/1.5 (1607 de)
1661504,Sun Jun 28 2009 08:10:22 GMT-0400 (EDT),gps-newcomer,german,-6,die Relationen 21108 dem Havel-Radweg und die Relation 23675 eindeutig dem Havelland-Radweg zugeordnet,JOSM/1.5 (1537 de)
1675735,Mon Jun 29 2009 08:07:19 GMT-0400 (EDT),westfa,german,-6,created_by und andere Tags entfernt  die nicht nötig waren. Zum Beispiel ist der Radweg parallel zur Straße und die Straße ist auch kein Fußweg.,JOSM/1.5 (1713 de)
1677262,Mon Jun 29 2009 10:40:20 GMT-0400 (EDT),KlausB,dutch,-6,Autofahrt Bad Kissingen- Bad Brückenau,Potlatch 1.0
1696149,Tue Jun 30 2009 18:08:38 GMT-0400 (EDT),Stéphane Brunner,polish,-6,rm spam names,Potlatch 1.0
1700205,Wed Jul 01 2009 09:06:30 GMT-0400 (EDT),ij_,english,-6,precondition failed error for this little left over from last change  probably merkaartor was confused by some node addition  undo  road sequence of events and left the starting node dangling,Merkaartor 0.14
1711669,Thu Jul 02 2009 13:33:18 GMT-0400 (EDT),TAltemeier,german,-6,Oh man zahilb  so langsam reicht es! Da macht man sich die mühe und da wird mal eben alles verschoben so dass sich die flächen überlappen. grrrrrr,Potlatch 1.0
1730871,Sat Jul 04 2009 12:46:41 GMT-0400 (EDT),ToB,german,-6,Jülich: Radweg XXX Groenroute/Grünroute (Teilstück),JOSM/1.5 (1669 de)
1756323,Mon Jul 06 2009 16:28:37 GMT-0400 (EDT),turepalsson,english,-6,Added some street names and missing street  and tried to sort out the rather interesting mess around Märsta Centrum (if it looks confusing on the map  that's because it's equally confusing on the ground!).,JOSM/1.5 (1669 sv)
1756773,Mon Jul 06 2009 17:12:56 GMT-0400 (EDT),hyman,german,-6,Wie kann es sein  dasss diese Karte denselben Fehler hat wie die von Teleatlas? Jedenfalls heißt diese Straße nicht Calwer Straße  sondern ist eher dem parallel verlaufenden Maurener Weg zuzurechnen  wenn man nach den Hausnummern geht  die dort liegen.,Potlatch 1.0
1786967,Fri Jul 10 2009 05:28:47 GMT-0400 (EDT),Francisco Castro,english,-6,Added San Francisco de Asís and M.Francisca Rubatto chapels,JOSM/1.5 (1755 es)
1797864,Sat Jul 11 2009 11:26:28 GMT-0400 (EDT),ChadH,norwegian,-6,Gaylord Street,Potlatch 1.1
1806512,Sun Jul 12 2009 09:21:10 GMT-0400 (EDT),KartoGrapHiti,english,-6,Hell,Potlatch 1.1
1814311,Mon Jul 13 2009 04:56:46 GMT-0400 (EDT),mat,spanish,-6,limite communale Épron (Calvados),JOSM/1.5 (1755 en)
1817026,Mon Jul 13 2009 10:21:46 GMT-0400 (EDT),scwally,english,-8,Did some work on the CTE/PIE Junction. Damn this intersection is one complicated mess with all the roads around,JOSM/1.5 (1738 en)
1820740,Mon Jul 13 2009 16:21:28 GMT-0400 (EDT),jagger27,pidgin,-6,for fuck sakes.,Potlatch 1.1
1825798,Tue Jul 14 2009 08:08:57 GMT-0400 (EDT),Marius Gedminas,german,-6,die  zombie  die,Potlatch 1.1
1838450,Wed Jul 15 2009 14:50:48 GMT-0400 (EDT),danme,english,-7,Removed a duplicated "role:from" restriction. Cut the way in part to not pollute restriction for the whole way.,Potlatch 1.1
1846075,Thu Jul 16 2009 13:07:16 GMT-0400 (EDT),David Crochet,english,-6,ass bulding,Potlatch 1.1a
1851329,Fri Jul 17 2009 04:18:21 GMT-0400 (EDT),Schusch,german,-6,die A 71 ersetzt die B 88 (Leerzeichen eingesetzt  B88 gelöscht),JOSM/1.5 (1799 de)
1851376,Fri Jul 17 2009 04:22:45 GMT-0400 (EDT),Schusch,german,-6,die A 71 _ersetzt_ die B 4,JOSM/1.5 (1799 de)
1851400,Fri Jul 17 2009 04:24:58 GMT-0400 (EDT),Schusch,german,-6,die A 71 _ersetzt_ die B 4,JOSM/1.5 (1799 de)
1851414,Fri Jul 17 2009 04:26:35 GMT-0400 (EDT),Schusch,german,-6,die A 71 _ersetzt_ die B 4,JOSM/1.5 (1799 de)
1863328,Sat Jul 18 2009 09:34:00 GMT-0400 (EDT),trackless,romanian,-6,track added for Fuorcla Crap Alv,Potlatch 1.1a
1872919,Sun Jul 19 2009 09:42:17 GMT-0400 (EDT),Tox,german,-6,Unterbränd fast komplet  es fehlt noch das eine Gebäude im Südwesten und die zwei zufahrtsstraßen sowie die verlängerung der Hirschmoosstraße.,JOSM/1.5 (1788 de)
1875000,Sun Jul 19 2009 12:43:49 GMT-0400 (EDT),dave-stfu,english,-6,fixed terrible bad done Reitschule,JOSM/1.5 (1803 en)
1875789,Sun Jul 19 2009 13:53:07 GMT-0400 (EDT),kieselpetzi,danish,-6,Fixed errors from previous edit. Stupid me. SIgh.,Potlatch 1.1a
1887961,Mon Jul 20 2009 15:23:33 GMT-0400 (EDT),Kese,english,-6,hell,Potlatch 1.1a
1897426,Tue Jul 21 2009 14:40:22 GMT-0400 (EDT),My Friend,german,-6,Bin heute vorbeigefahren  die Situation sieht derzeit so aus. Die Brücke wird gerade abgetragen.,Potlatch 1.1a
1901900,Wed Jul 22 2009 04:02:03 GMT-0400 (EDT),David Ayers,swedish,-6,Update Street name from "An der Laxenburger Bahn" to "Dr. Heinrich Horny Straße",Potlatch 1.1a
1907688,Wed Jul 22 2009 15:21:11 GMT-0400 (EDT),My Friend,german,-9,Verkehr der S2 rollt derzeit nur über die Kollektorfahrbahn. Die Hauptfahrbahn ist bis Oktober gesperrt  es werden die Unterführungen gebaut.,Potlatch 1.1a
1919898,Thu Jul 23 2009 17:53:49 GMT-0400 (EDT),Adam Killian,croatian,-6,arse,Potlatch 1.1a
1922214,Fri Jul 24 2009 04:24:39 GMT-0400 (EDT),katpatuka,german,-6,close the damn changeset!,Potlatch 1.1a
1922276,Fri Jul 24 2009 04:31:45 GMT-0400 (EDT),katpatuka,german,-6,close the damn changeset!,Potlatch 1.1a
1923854,Fri Jul 24 2009 07:40:45 GMT-0400 (EDT),memoryweaver,english,-6,Modification to Ridgeway  near East Hendred and Wantage  Oxfordshire  England. Add Archeological - Scutchamer Knob (earthwork).,JOSM/1.5 (1824 en_GB)
1923860,Fri Jul 24 2009 07:41:21 GMT-0400 (EDT),memoryweaver,english,-6,Modification to Ridgeway  near East Hendred and Wantage  Oxfordshire  England. Add Woods around  Scutchamer Knob from NPE.,JOSM/1.5 (1824 en_GB)
1925213,Fri Jul 24 2009 10:02:35 GMT-0400 (EDT),rsl,english,-7,From survey today: mark private wire barrier as dead end using gate barrier,JOSM/1.5 (1788 SVN de)
1930101,Fri Jul 24 2009 20:44:30 GMT-0400 (EDT),PSAS,dutch,-9,Die Alexanderstraße wurde bis an die Spree verlängert. Die Brückenstraße endet jetzt ander Spree.,Potlatch 1.1a
1944513,Sun Jul 26 2009 10:07:05 GMT-0400 (EDT),Florian_A,german,-6,Die Planetenstraße Bad Salzdetfurth,JOSM/1.5 (1669 de)
1957218,Mon Jul 27 2009 13:44:45 GMT-0400 (EDT),Qichina,english,-6,St Peter's Way: East Hanningfield to Cock Clarks  Purleigh,JOSM/1.5 (1857 en_GB)
2004321,Sat Aug 01 2009 11:13:40 GMT-0400 (EDT),werner2101,german,-6,type=restriction ergänzt und für die Abbiegerestriktionen die Wege gesplittet,JOSM/1.5 (1788 de)
2004340,Sat Aug 01 2009 11:15:13 GMT-0400 (EDT),werner2101,german,-6,type=restriction ergänzt und für die Abbiegerestriktionen die Wege gesplittet,JOSM/1.5 (1788 de)
2004348,Sat Aug 01 2009 11:16:04 GMT-0400 (EDT),werner2101,german,-6,type=restriction ergänzt und für die Abbiegerestriktionen die Wege gesplittet,JOSM/1.5 (1788 de)
2007786,Sat Aug 01 2009 17:13:33 GMT-0400 (EDT),RussNelson,english,-6,I-79 is totally fucked; but less so now.,JOSM/1.5 (1663 SVN en)
2007878,Sat Aug 01 2009 17:25:31 GMT-0400 (EDT),RussNelson,english,-6,I-79 is totally fucked; but less so now.,JOSM/1.5 (1663 SVN en)
2010440,Sun Aug 02 2009 04:11:33 GMT-0400 (EDT),v29a,german,-6,die fehler von kai-1234 korrigiert die mir direkt ins auge gefallen sind,JOSM/1.5 (1876 de)
2012370,Sun Aug 02 2009 07:30:12 GMT-0400 (EDT),Qichina,english,-6,St Peter's Way: Cock Clark_Mayland Adding to relation,JOSM/1.5 (1876 en_GB)
